id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,kfold,X_Range,Y_Range,Luminosity_Range,Area_Perimeter_Ratio
6436,1381,1415,1432108,1432144,63,29,15,6593,109,126,1356,0,1,40,0.2241,0.624,0.8,0.0148,0.5641,0.8667,0.0,1.7993,1.301,1.1461,-0.2,-0.0959,0.2532,0,1,0,0,0,0,0,2,34,36,17,1.4318181818181819
7926,39,181,3746641,3746649,6176,229,125,685447,39,127,1402,0,1,40,0.0585,0.4568,0.3383,0.1,0.7512,0.4528,0.0,3.7928,2.1523,2.2279,-0.6617,-0.1799,1.0,0,0,1,0,0,0,0,4,142,8,88,17.44632768361582
15467,1065,1083,4639384,4639402,184,38,39,18593,85,126,1687,1,0,80,0.4657,0.4121,0.3333,0.0083,0.3684,0.9474,1.0,2.2648,1.1461,1.5563,0.6667,-0.2495,0.633,0,0,0,0,0,1,0,3,18,18,41,2.3896103896103895
3680,1049,1084,2457919,2457943,867,110,62,90154,82,135,1362,0,1,175,0.2735,0.5179,0.1513,0.0147,0.1667,0.7105,1.0,2.9464,1.301,1.8808,0.8487,-0.1078,0.9992,0,1,0,0,0,0,0,0,35,24,53,5.040697674418604
11043,576,588,1286481,1286491,75,30,4,10357,91,140,1692,1,0,70,0.7332,0.3333,0.2,0.0141,0.6667,1.0,0.0,1.8751,1.301,0.6021,-0.8,-0.0658,0.2532,0,0,0,0,0,1,0,2,12,10,49,2.2058823529411766
15413,39,209,1620649,1620667,4403,208,118,457632,44,126,1358,0,1,40,0.0574,0.4331,0.3884,0.1237,0.6391,0.4737,0.0,3.6366,2.2253,1.5441,-0.6116,-0.1809,1.0,0,0,1,0,0,0,0,0,170,18,82,13.506134969325153
6228,852,860,719024,719009,56,9,9,6861,191,207,1687,0,1,200,0.7541,0.2917,0.8889,0.0047,0.8889,1.0,1.0,1.7482,0.9031,0.9542,0.1111,0.5552,0.1773,0,0,0,0,0,0,1,2,8,-15,16,3.111111111111111
13208,1593,1608,2638096,2638402,136,21,21,14605,85,133,1627,1,0,60,0.0325,0.4167,0.4737,0.0047,0.381,1.0,1.0,2.1335,0.9031,1.3222,0.5263,-0.1857,0.3464,1,0,0,0,0,0,0,2,15,306,48,3.238095238095238
4742,1073,1084,2691161,2691189,77,16,10,7457,104,129,1358,1,0,70,0.4141,0.3333,0.7143,0.0066,0.5625,1.0,1.0,1.8865,0.9542,1.0,0.2857,-0.1226,0.1954,0,0,0,0,0,1,0,2,11,28,25,2.9615384615384617
1393,965,976,733668,733675,51,12,8,5558,86,126,1687,1,0,100,0.8502,0.4205,0.6364,0.0065,0.9167,0.875,0.0,1.7076,1.0414,0.8451,-0.3636,-0.1903,0.1822,0,0,0,0,0,1,0,4,11,7,40,2.55
10074,1595,1613,71777,71788,367,25,36,35856,83,124,1696,0,1,300,0.1493,0.3373,0.6364,0.0081,0.44,1.0,1.0,2.5705,1.0414,1.5563,0.3636,-0.2135,0.7512,0,0,0,0,0,0,1,3,18,11,41,6.016393442622951
11059,599,604,86773,86773,49,12,8,4834,82,109,1690,1,0,80,0.9003,0.25,0.8889,0.0059,0.6667,1.0,0.0,1.6902,0.9031,0.9031,-0.1111,-0.2727,0.1773,0,0,0,0,0,1,0,1,5,0,27,2.45
12217,604,632,2030688,2030738,493,64,56,52482,97,133,1364,1,0,100,0.9106,0.6698,0.4754,0.0243,0.5156,0.9286,1.0,2.6929,1.5185,1.6335,0.5246,-0.1135,0.9708,0,0,0,0,0,0,0,1,28,50,36,4.108333333333333
8740,374,382,389963,389978,60,9,14,7387,94,133,1688,1,0,60,0.4439,0.4333,0.5714,0.0047,0.8889,1.0,1.0,1.7781,0.9031,1.1461,0.4286,-0.1101,0.2195,0,0,0,0,0,1,0,2,8,15,39,2.608695652173913
15725,1084,1096,320720,320767,1176,160,105,116653,89,110,1360,1,0,100,0.3613,0.6241,0.431,0.0781,0.8125,0.181,0.0,3.073,2.0,1.2787,-0.569,-0.2312,1.0,0,0,0,0,0,1,0,4,12,47,21,4.437735849056604
4213,41,734,2399992,2400148,24365,805,543,2935414,2,150,1398,0,1,40,0.0558,0.5621,0.9427,0.2105,0.2199,0.4363,1.0,4.3962,2.842,2.3075,0.0573,-0.0595,1.0,0,0,1,0,0,0,0,4,693,156,148,18.07492581602374
16608,1627,1637,2095494,2095507,68,14,13,6863,77,100,1658,1,0,100,0.0362,0.3776,0.8461,0.0066,0.7857,1.0,1.0,1.8325,1.0414,1.1139,0.1539,-0.315,0.257,0,0,0,0,0,0,0,1,10,13,23,2.5185185185185186
10830,1118,1130,177076,177087,110,21,23,12782,106,125,1362,0,1,175,0.3338,0.4121,0.6111,0.0081,0.4286,1.0,1.0,2.0414,1.0414,1.3424,0.3889,-0.081,0.3329,0,1,0,0,0,0,0,1,12,11,19,2.5
1341,732,742,1340865,1340875,143,13,23,16308,97,133,1353,1,0,70,0.9146,0.3175,0.2973,0.0052,0.5385,1.0,1.0,2.1523,0.8451,1.3617,0.7027,-0.1148,0.3125,0,0,0,0,0,1,0,1,10,10,36,3.9722222222222223
10233,1641,1647,7797464,7797516,36,10,10,2388,79,101,1687,1,0,80,0.0047,0.2778,0.4,0.0048,0.8,1.0,1.0,1.5563,0.9031,1.0,0.6,-0.3039,0.1852,0,0,0,0,0,0,1,3,6,52,22,1.8
8571,1633,1647,387402,387414,585,61,57,51343,71,118,1353,1,0,80,0.0014,0.4658,0.283,0.0178,0.2941,0.9837,1.0,2.7566,1.3802,1.7559,0.716,-0.1749,0.9831,0,0,0,0,0,0,1,4,14,12,47,4.9576271186440675
2430,1090,1129,3928519,3928612,419,49,26,44609,118,141,1364,0,1,100,0.4272,0.7341,0.6842,0.0169,0.6809,0.6539,0.0,2.6222,1.3617,1.1761,-0.3158,0.0062,0.9104,0,0,0,0,0,0,1,0,39,93,23,5.586666666666667
17703,1214,1227,1340865,1340875,210,25,22,22484,101,127,1362,0,1,40,0.2188,0.2622,0.5909,0.0095,0.52,1.0,1.0,2.3222,1.1139,1.3424,0.4091,-0.0968,0.4729,1,0,0,0,0,0,0,4,13,10,26,4.468085106382978
8416,10,22,2031318,2031343,55,9,11,4304,80,109,1690,1,0,60,0.0047,0.2857,0.7273,0.0047,0.8889,1.0,1.0,1.7404,0.9031,1.0414,0.2727,-0.2511,0.1934,0,0,0,0,0,0,1,0,12,25,29,2.75
11145,39,181,2431945,243092,37334,181,90,379668,95,125,1360,1,0,70,0.0574,0.4289,0.4091,0.0991,0.6762,0.5417,0.0,3.5782,2.1303,1.7708,-0.5909,-0.1484,1.0,0,0,0,0,0,0,1,3,142,-2188853,30,137.76383763837637
4644,41,208,1566243,1566309,6206,313,173,641502,39,127,1358,0,1,40,0.0604,0.4654,0.3669,0.1259,0.5687,0.4118,0.0,3.7928,2.233,1.8573,-0.6331,-0.1924,1.0,0,0,1,0,0,0,0,2,167,66,88,12.76954732510288
6139,41,214,2886302,2886367,6662,266,131,685894,41,124,1358,0,1,40,0.0604,0.4081,0.3941,0.1289,0.6364,0.5114,0.0,3.8236,2.243,1.8261,-0.6059,-0.1969,1.0,0,0,1,0,0,0,0,2,173,65,83,16.7808564231738
6820,1067,1088,508200,508224,138,25,24,16538,108,126,1690,1,0,70,0.4141,0.3104,0.4167,0.0089,0.4,1.0,1.0,2.1399,1.1761,1.3802,0.5833,-0.0615,0.3977,0,0,0,0,0,1,0,1,21,24,18,2.816326530612245
16190,253,265,11499942,11499957,170,30,25,18361,28,141,1360,1,0,300,0.3206,0.4599,0.3438,0.0088,0.4,0.96,1.0,2.2304,1.0792,1.5051,0.6563,-0.2627,0.5822,1,0,0,0,0,0,0,2,12,15,113,3.090909090909091
6179,13,21,2124816,2124840,146,19,23,15646,81,127,1373,0,1,40,0.0107,0.3285,0.3913,0.0066,0.4737,1.0,1.0,2.1644,0.9542,1.3617,0.6087,-0.1702,0.3464,1,0,0,0,0,0,0,0,8,24,46,3.4761904761904763
7722,978,989,1206989,1207040,111,16,26,13108,104,132,1364,0,1,185,0.65,0.5129,0.5454,0.0071,0.75,0.9412,1.0,2.0453,1.0792,1.415,0.4545,-0.0869,0.3479,0,0,0,0,1,0,0,0,11,51,28,2.642857142857143
2915,43,216,356130,356279,6776,247,128,674367,36,124,1358,0,1,40,0.0633,0.4441,0.3884,0.1289,0.7202,0.5313,0.0,3.831,2.243,1.8325,-0.6116,-0.1939,1.0,0,0,1,0,0,0,0,0,173,149,88,18.069333333333333
18074,1269,1279,2740809,2740889,48,9,6,5035,83,132,1602,1,0,70,0.1489,0.3238,0.5333,0.0048,0.8889,1.0,1.0,1.6812,0.9031,0.7782,0.4667,-0.1628,0.1384,1,0,0,0,0,0,0,0,10,80,49,3.2
13966,397,415,50442,50467,313,52,39,35410,105,134,1362,0,1,40,0.5867,0.5602,0.6154,0.0176,0.4615,1.0,1.0,2.4955,1.3802,1.5911,0.3846,-0.097,0.9519,0,0,0,0,0,0,1,4,18,25,29,3.4395604395604398
9700,1569,1583,1679793,1679864,166,20,21,18013,101,127,1698,0,1,90,0.1182,0.3269,0.7692,0.0089,0.7,0.913,1.0,2.2201,1.1761,1.3222,0.2308,-0.1059,0.417,0,0,0,0,0,0,1,2,14,71,26,4.048780487804878
9,893,907,1341292,1341296,54,6,15,7052,87,133,1687,1,0,60,0.8088,0.2,0.5333,0.0037,0.8333,1.0,1.0,1.7324,0.699,1.1761,0.4667,-0.1228,0.14,0,0,0,0,0,1,0,2,14,4,46,2.5714285714285716
17704,829,837,928256,928264,66,12,9,9037,158,181,1387,0,1,40,0.7694,0.2159,0.7273,0.0065,0.9167,1.0,0.0,1.8195,1.0414,0.9542,-0.2727,0.3315,0.1934,0,0,0,0,0,0,1,4,8,8,23,3.142857142857143
5023,715,732,1048818,1048832,111,32,14,13352,101,126,1356,0,1,40,0.9269,0.3977,0.5263,0.014,0.5938,0.6429,0.0,2.0453,1.2787,0.9542,-0.4737,-0.1097,0.3212,0,0,0,0,0,1,0,1,17,14,25,2.4130434782608696
954,41,222,1410869,1410896,13387,755,469,1689009,29,141,1398,0,1,40,0.0558,0.4957,0.9942,0.1327,0.2679,0.3012,0.0,4.0573,2.2529,2.238,-0.0058,-0.0885,1.0,0,0,1,0,0,0,0,2,181,27,112,10.937091503267974
2502,1245,1258,2613103,2613123,103,22,23,12560,107,126,1364,0,1,40,0.1426,0.4066,0.5385,0.0095,0.5909,0.65,0.0,2.0128,1.1139,1.1139,-0.4615,-0.106,0.6015,0,0,0,0,0,1,0,3,13,20,19,2.2888888888888888
3903,1327,1711,374730,374925,19818,1084,680,1966409,38,124,1398,0,1,40,0.0,0.4014,0.3728,0.3105,0.2214,0.3441,0.0,4.2971,1.7993,2.3541,-0.6272,-0.1353,1.0,0,0,1,0,0,0,0,3,384,195,86,11.23469387755102
18797,1170,1179,2058002,2058016,106,12,14,11801,89,126,1794,1,0,100,0.6643,0.254,0.6429,0.0053,0.75,1.0,1.0,2.0253,0.9542,1.1461,0.3571,-0.1588,0.2532,0,0,0,0,0,0,1,1,9,14,37,4.076923076923077
4491,817,843,1030360,1030463,649,47,91,71337,97,141,1687,0,1,200,0.6217,0.5718,0.2286,0.0189,0.56,0.9208,1.0,2.8189,1.5051,1.7243,0.7714,-0.0701,0.9997,0,0,0,0,0,0,1,0,26,103,44,4.702898550724638
5683,686,696,1587172,1587191,220,19,23,24230,65,126,1364,0,1,40,0.9196,0.3131,0.5454,0.0088,0.6316,1.0,1.0,2.3483,1.0792,1.3424,0.4545,-0.1827,0.5461,0,0,0,0,0,1,0,1,10,19,61,5.238095238095238
13116,1293,1304,951875,951917,299,46,62,39202,74,111,1374,0,1,40,0.0721,0.4779,0.3659,0.0116,0.2647,0.8627,1.0,2.4757,1.2305,1.7559,0.6342,-0.2073,0.9755,0,0,0,0,0,0,1,4,11,42,37,2.7685185185185186
11846,39,62,304433,304472,291,31,41,28034,49,124,1398,0,1,40,0.0558,0.3155,0.4138,0.0087,0.2105,0.9767,1.0,2.4624,1.0792,1.6233,0.5862,-0.3257,0.6142,0,0,1,0,0,0,0,4,23,39,75,4.041666666666667
13674,138,156,1359820,1359864,59,20,10,7595,105,124,1354,1,0,70,0.2055,0.6042,0.5,0.0148,0.7,0.7,0.0,1.7708,1.301,0.8451,-0.5,-0.112,0.2806,0,1,0,0,0,0,0,0,18,44,19,1.9666666666666666
5701,41,218,1750768,1750835,6664,279,156,690169,36,124,1358,0,1,40,0.0604,0.4317,0.3743,0.1303,0.6189,0.4538,0.0,3.8205,2.248,1.8261,-0.6257,-0.1911,1.0,0,0,1,0,0,0,0,1,177,67,88,15.319540229885057
4848,1175,1208,159043,159085,995,59,87,97966,68,236,1387,0,1,40,0.0,0.3901,0.2581,0.0137,0.5355,0.9889,1.0,2.9978,1.3424,1.9395,0.7419,0.5917,1.0,0,0,1,0,0,0,0,3,33,42,168,6.815068493150685
8198,145,174,779144,779308,337,106,62,34055,115,133,1358,0,1,40,0.0749,0.4749,0.5152,0.0162,0.2076,0.7068,1.0,2.5276,1.3424,1.5441,0.4848,-0.0277,0.9765,0,0,1,0,0,0,0,0,29,164,18,2.005952380952381
11570,1106,1116,173208,173226,105,25,44,16675,162,189,1353,0,1,100,0.3529,0.4,0.8889,0.0074,0.4,0.8182,1.0,2.0212,1.0,1.5563,0.1111,0.3643,0.4763,1,0,0,0,0,0,0,2,10,18,27,1.5217391304347827
15549,174,194,884609,884631,258,60,28,34579,105,125,1356,1,0,70,0.257,0.5098,0.6061,0.0265,0.55,0.44,0.0,2.4116,1.5563,1.0414,-0.3939,-0.1111,0.9471,0,1,0,0,0,0,0,1,20,22,20,2.9318181818181817
1315,1252,1264,455871,455881,58,12,15,5943,86,118,1698,1,0,100,0.73,0.256,0.5333,0.0053,0.9167,1.0,1.0,1.7634,0.9542,1.1761,0.4667,-0.219,0.2288,0,0,0,0,0,1,0,2,12,10,32,2.1481481481481484
16522,133,142,290640,290652,102,10,11,11369,95,124,1692,1,0,60,0.1641,0.2556,0.45,0.0053,0.8,1.0,1.0,2.0086,0.9542,1.301,0.55,-0.1686,0.3068,0,0,0,0,0,1,0,0,9,12,29,4.857142857142857
5521,1155,1162,1036577,1036598,1095,68,94,111196,87,126,1668,0,1,300,0.0604,0.5371,0.3659,0.0148,0.7,0.9778,1.0,3.0457,1.3979,1.9395,0.6342,-0.1675,1.0,0,0,0,0,0,0,1,0,7,21,39,6.7592592592592595
4672,189,232,1587172,1587191,383,56,29,47481,107,135,1692,0,1,70,0.2068,0.5913,0.4359,0.0285,0.6964,0.6539,0.0,2.5832,1.5911,1.2305,-0.5641,-0.0643,0.9172,0,0,0,0,0,1,0,3,43,19,28,4.5058823529411764
10372,41,216,1587172,1587191,6525,275,134,674120,39,119,1358,0,1,40,0.0604,0.4417,0.4,0.1289,0.6364,0.5268,0.0,3.8237,2.243,1.8692,-0.6,-0.1902,1.0,0,0,1,0,0,0,0,1,175,19,80,15.95354523227384
3836,1094,1103,2537744,2537489,509,68,62,49765,42,132,1658,1,0,60,0.1532,0.2426,0.4043,0.024,0.5536,0.4286,0.0,2.7067,1.6128,1.7559,-0.5957,-0.2791,0.9954,0,0,0,0,0,1,0,1,9,-255,90,3.9153846153846152
341,1033,1045,183725,183734,16,11,5,2001,118,141,1358,0,1,50,0.6763,0.2727,0.9091,0.0059,0.8182,1.0,0.0,1.2041,0.9031,0.4771,-0.0909,0.0045,0.1852,0,0,0,0,0,0,1,1,12,9,23,1.0
17746,561,572,1823987,1823955,110,13,12,12587,113,140,1360,0,1,40,0.4686,0.3232,0.7273,0.0081,0.8461,0.9167,1.0,2.0414,1.0414,1.0414,0.2727,-0.0139,0.2712,0,0,0,0,0,0,1,2,11,-32,27,4.4
19182,1627,1637,2097069,2097080,84,13,11,8949,83,109,1692,1,0,60,0.0591,0.2546,0.9091,0.0059,0.7692,1.0,1.0,1.9243,1.0,1.0414,0.0909,-0.2442,0.2173,0,0,0,0,0,1,0,0,10,11,26,3.5
15610,39,194,1207379,1207406,6172,215,113,666662,47,127,1356,0,1,40,0.0574,0.5487,0.3864,0.1127,0.7449,0.4643,0.0,3.7948,2.1931,2.0128,-0.6136,-0.1755,1.0,0,0,1,0,0,0,0,0,155,27,80,18.817073170731707
17981,1116,1130,51943,51952,170,13,25,17505,84,126,1362,0,1,175,0.0782,0.3654,0.4516,0.0052,0.5385,1.0,1.0,2.2304,0.8451,1.3979,0.5484,-0.2476,0.4366,0,0,0,0,0,0,1,3,14,9,42,4.473684210526316
18018,927,936,3706296,3706306,70,11,10,6834,67,109,1694,1,0,60,0.6464,0.3636,0.9091,0.0059,0.9091,1.0,1.0,1.8451,1.0,1.0,0.0909,-0.46,0.2173,0,0,0,0,0,1,0,0,9,10,42,3.3333333333333335
16508,37,212,4615178,4615208,6294,275,134,679238,41,124,1358,0,1,40,0.0575,0.4604,0.3886,0.1289,0.6295,0.4261,0.0,3.7977,2.243,1.8195,-0.6114,-0.1924,1.0,0,0,1,0,0,0,0,4,175,30,83,15.38875305623472
8760,517,527,3889348,3889402,69,14,14,8355,110,132,1366,1,0,80,0.6647,0.4545,0.6429,0.0066,0.4286,1.0,1.0,1.8389,0.9542,1.1461,0.3571,-0.0576,0.2051,0,0,0,0,0,0,1,3,10,54,22,2.4642857142857144
4818,449,519,1338367,1338402,108,39,29,14320,112,141,1353,0,1,50,0.2121,0.5908,0.95,0.0147,0.5263,0.5454,0.0,2.0334,1.301,1.2787,-0.05,0.0015,0.4796,0,0,0,0,0,1,0,1,70,35,29,1.588235294117647
4168,553,567,247445,247463,224,47,60,23865,86,103,1374,1,0,70,0.7434,0.6542,0.1667,0.0047,0.2308,1.0,1.0,2.3503,0.9031,1.7781,0.8333,-0.3061,0.9774,0,0,0,0,0,0,1,1,14,18,17,2.0934579439252334
5763,1065,1088,2265103,2265115,124,45,19,17592,122,143,1690,1,0,70,0.3965,0.5385,0.5652,0.017,0.5,0.9474,0.0,2.0934,1.3617,1.2553,-0.4348,0.0362,0.6438,0,0,0,0,0,1,0,3,23,12,21,1.9375
1235,742,754,2829623,2829653,150,25,15,17100,120,141,1364,0,1,100,0.8852,0.2267,0.3333,0.0074,0.4,1.0,0.0,2.1761,1.0,1.1761,-0.6667,0.0161,0.3601,0,0,0,1,0,0,0,3,12,30,21,3.75
9934,41,216,2382404,2382472,6503,296,136,676047,41,124,1358,0,1,40,0.0604,0.4556,0.3835,0.1274,0.5836,0.4545,0.0,3.8199,2.238,1.8325,-0.6165,-0.1867,1.0,0,0,1,0,0,0,0,4,175,68,83,15.05324074074074
18332,100,107,560425,560445,55,11,7,6302,97,134,1353,0,1,200,0.1493,0.3636,0.5454,0.0081,1.0,0.8571,0.0,1.7404,1.0414,0.7782,-0.4545,-0.0961,0.1715,0,0,0,0,0,0,1,3,7,20,37,3.0555555555555554
6266,796,822,109868,109903,292,29,28,35410,106,126,1376,0,1,40,0.8111,0.4483,0.5357,0.0132,0.4828,0.9643,1.0,2.4654,1.2553,1.4472,0.4643,-0.1139,0.6868,0,0,0,0,0,1,0,4,26,35,20,5.12280701754386
2681,1325,1332,1846237,1846251,148,13,19,14298,86,111,1698,0,1,60,0.0325,0.3287,0.5263,0.0041,0.5385,1.0,1.0,2.1703,0.8451,1.2787,0.4737,-0.2395,0.3212,0,0,0,0,0,1,0,3,7,14,25,4.625
18283,104,171,938265,938349,2406,197,97,297086,113,135,1354,1,0,70,0.1608,0.7558,0.7606,0.0531,0.4355,0.5366,0.0,3.3813,1.8573,1.4914,-0.2394,-0.0231,1.0,0,0,0,0,0,1,0,4,67,84,22,8.183673469387756
7907,1140,1150,4822511,4822516,54,7,13,6884,102,126,1698,0,1,100,0.3208,0.3333,0.5385,0.0047,0.8571,1.0,1.0,1.7324,0.9031,1.1139,0.4615,-0.1163,0.1965,0,0,0,0,0,0,1,2,10,5,24,2.7
7867,1235,1258,1747625,1747660,326,35,61,35912,110,140,1356,0,1,40,0.1782,0.3333,0.0862,0.0074,0.2857,1.0,1.0,2.5132,1.0,1.7853,0.9138,-0.0397,0.9884,0,0,0,0,0,0,1,1,23,35,30,3.3958333333333335
10717,172,179,891060,891079,67,9,15,7605,102,132,1354,1,0,70,0.2055,0.3,0.5,0.0059,0.8889,1.0,1.0,1.8261,0.9031,1.1761,0.5,-0.0833,0.2288,0,1,0,0,0,0,0,1,7,19,30,2.7916666666666665
8064,0,12,754445,754492,209,15,50,26849,118,135,1353,0,1,300,0.1534,0.4881,0.2222,0.0087,0.8,1.0,1.0,2.3201,1.0792,1.6721,0.7778,-0.0124,0.7833,0,0,0,0,0,0,0,4,12,47,17,3.2153846153846155
5759,41,211,1413654,1413720,6476,266,125,675748,41,126,1356,0,1,40,0.0605,0.4644,0.3815,0.1254,0.5635,0.536,0.0,3.8124,2.2304,1.8261,-0.6185,-0.1902,1.0,0,0,1,0,0,0,0,3,170,66,85,16.562659846547316
7051,719,728,214533,214550,181,9,17,20778,99,141,1360,0,1,125,0.966,0.3025,0.4706,0.0067,1.0,1.0,1.0,2.2577,0.9542,1.2305,0.5294,-0.1111,0.3419,0,0,0,0,0,1,0,1,9,17,42,6.961538461538462
11994,1117,1118,639490,639507,67,16,17,7990,105,134,1362,0,1,175,0.3603,0.2917,0.4706,0.0059,0.5,1.0,1.0,1.8261,0.9031,1.2305,0.5294,-0.1124,0.2482,0,0,0,0,0,1,0,2,1,17,29,2.0303030303030303
2619,39,878,2552670,2552812,8709,558,343,996980,47,141,1402,0,1,40,0.0556,0.6541,0.0591,0.6228,0.9578,0.3914,0.0,3.94,2.7543,2.2122,-0.9409,-0.1035,1.0,0,0,1,0,0,0,0,0,839,142,94,9.665926748057714
9158,810,816,1647865,1647927,155,10,26,17592,99,134,1348,0,1,40,0.9164,0.2778,0.3077,0.0041,0.7,1.0,1.0,2.1903,0.8451,1.415,0.6923,-0.1254,0.463,0,0,0,0,0,0,0,1,6,62,35,4.305555555555555
16251,1085,1098,2070108,2070121,108,28,16,11778,84,126,1366,1,0,80,0.6973,0.1875,0.8125,0.0118,0.5714,0.875,1.0,2.0334,1.2041,1.1461,0.1875,-0.2471,0.3479,0,0,0,0,0,0,1,2,13,13,42,2.4545454545454546
13637,1420,1457,1044255,1044283,69,31,13,8808,105,143,1670,1,0,100,0.3632,0.5368,0.4,0.0148,0.6875,0.7059,0.0,1.8261,1.3979,0.9542,-0.6,0.0096,0.2806,0,0,0,0,0,0,0,1,37,28,38,1.5681818181818181
1169,8,23,939827,939860,64,12,7,6207,90,118,1358,1,0,100,0.0192,0.2,0.8,0.0073,0.6667,0.8571,0.0,1.8062,1.0,0.7782,-0.2,-0.1806,0.1852,0,0,0,0,0,0,1,4,15,33,28,3.3684210526315788
11397,618,625,2182058,2182079,75,15,12,8477,89,126,1366,1,0,100,0.9808,0.3436,0.8333,0.0088,0.8,1.0,1.0,1.8751,1.0792,1.0792,0.1667,-0.1439,0.2288,0,0,0,0,0,1,0,3,7,21,37,2.7777777777777777
417,0,4,1211728,1211795,85,12,12,8949,90,119,1690,0,1,70,0.0107,0.2917,0.8333,0.0059,1.0,1.0,1.0,1.9294,1.0,1.0792,0.1667,-0.1694,0.2288,0,0,0,0,0,0,1,2,4,67,29,3.5416666666666665
5133,1250,1261,1299230,1299257,119,20,15,12886,120,190,1387,0,1,40,0.4785,0.3736,1.0,0.0094,0.65,0.8667,0.5,2.0756,1.1139,1.1139,0.0,0.5917,0.2914,0,0,0,0,0,1,0,1,11,27,70,3.4
11892,253,279,3522485,3522508,345,90,79,45673,99,133,1360,0,1,200,0.3181,0.0707,0.4839,0.0301,0.6809,0.5732,1.0,2.5378,1.5682,1.4914,0.5161,-0.1038,0.9998,0,0,0,0,0,1,0,0,26,23,34,2.0414201183431953
3076,1325,1332,1319063,1319076,136,14,20,16891,104,126,1353,0,1,100,0.0296,0.45,0.3,0.0052,0.5,1.0,1.0,2.1335,0.8451,1.301,0.7,-0.0976,0.3359,0,0,0,0,1,0,0,4,7,13,22,4.0
17360,829,835,1198171,1198188,243,24,30,31824,95,125,1698,0,1,90,0.7507,0.3583,0.4,0.0071,0.5,1.0,1.0,2.3874,1.0792,1.4771,0.6,-0.1473,0.7933,1,0,0,0,0,0,0,4,6,17,30,4.5
2965,814,834,40322,40447,705,69,91,82565,112,132,1373,0,1,220,0.9106,0.4276,0.283,0.0148,0.3088,0.9592,1.0,2.8716,1.3979,1.9395,0.716,-0.0558,0.9991,0,0,0,0,0,0,1,0,20,125,20,4.40625
9231,39,734,333373,333576,25323,943,536,3037459,21,148,1400,0,1,40,0.0,0.489,0.0592,0.6226,0.0794,0.3525,0.0,4.4035,2.9335,2.3075,-0.9408,-0.0553,1.0,0,0,1,0,0,0,0,1,695,203,127,17.121703853955374
16593,41,197,1853169,1853339,11211,578,322,1398637,33,141,1402,0,1,40,0.0585,0.5563,0.8934,0.1113,0.2652,0.4351,0.0,4.052,2.1931,2.2201,-0.1066,-0.1035,1.0,0,0,1,0,0,0,0,4,156,170,108,12.456666666666667
7665,783,801,790504,790503,350,61,32,45269,113,140,1360,0,1,50,0.2861,0.5913,0.1539,0.0231,0.9688,0.625,0.0,2.5441,1.4771,1.4771,-0.8461,0.0087,0.9471,0,0,0,0,0,1,0,3,18,-1,27,3.763440860215054
4027,912,927,2058260,2058272,68,15,14,6567,91,119,1364,0,1,40,0.6619,0.2083,1.0,0.0088,0.8,1.0,0.5,1.8325,1.0792,1.1461,0.0,-0.1705,0.2583,0,0,0,0,0,1,0,0,15,12,28,2.3448275862068964
17369,395,404,949136,949144,71,14,8,7972,94,136,1696,1,0,80,0.4302,0.3426,0.6667,0.0071,0.8571,1.0,0.0,1.8513,1.0792,0.9031,-0.3333,-0.1091,0.2018,0,0,0,0,0,1,0,3,9,8,42,3.227272727272727
18869,41,216,1555596,1555663,6661,243,125,686124,41,133,1356,0,1,40,0.0605,0.4403,0.3771,0.1291,0.7085,0.528,0.0,3.819,2.243,1.8195,-0.6229,-0.1933,1.0,0,0,1,0,0,0,0,2,175,67,92,18.10054347826087
9645,864,871,2378173,2378236,121,12,20,13800,88,124,1692,1,0,70,0.8792,0.27,0.45,0.0089,1.0,1.0,1.0,2.0828,1.0792,1.301,0.55,-0.1775,0.3359,0,0,0,0,0,1,0,1,7,63,36,3.78125
10794,1196,1201,476876,476887,42,12,8,4304,115,135,1358,0,1,50,0.2298,0.4615,1.0,0.0066,0.75,0.875,0.5,1.6233,0.9542,0.8451,0.0,-0.0205,0.1862,0,0,0,1,0,0,0,0,5,11,20,2.1
13737,834,872,712491,712528,3187,317,204,292575,40,79,1356,0,1,40,0.6906,0.5243,0.4857,0.0531,0.4627,0.8333,1.0,3.5071,1.8573,2.2304,0.5143,-0.4588,1.0,0,0,1,0,0,0,0,0,38,37,39,6.117082533589252
2232,41,222,40322,40447,17977,796,134,2155523,25,143,1402,0,1,40,0.0585,0.5479,0.9483,0.1291,0.2274,0.3911,0.0,4.2525,2.2577,2.3117,-0.0517,-0.0788,1.0,0,0,1,0,0,0,0,2,181,125,118,19.330107526881722
118,981,992,3976070,3976080,66,8,10,7519,93,127,1688,1,0,70,0.7338,0.175,0.8,0.0047,1.0,1.0,1.0,1.8195,0.9031,1.0,0.2,-0.1234,0.1852,0,0,0,0,0,1,0,2,11,10,34,3.6666666666666665
